cuit,razon_social,fecha_hora_contrato_social,tipo_societario,fecha_hora_actualizacion,numero_inscripcion,dom_fiscal_provincia,dom_fiscal_localidad,dom_fiscal_calle,dom_fiscal_numero,dom_fiscal_piso,dom_fiscal_departamento,dom_fiscal_cp,dom_fiscal_estado_domicilio,dom_legal_provincia,dom_legal_localidad,dom_legal_calle,dom_legal_numero,dom_legal_piso,dom_legal_departamento,dom_legal_cp,dom_legal_estado_domicilio
34618764356,HUAYRA SCA,1967-10-30-00:00,SOCIEDAD EN COMANDITA POR ACCIONES,2021-06-01-16:57,,BUENOS AIRES,RAUCH,AVELEYRA,338,,, 7203,CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,ZEPITA,2992,,, 1285,NO CONFIRMADO
34618869484,DISCOS Y MUELAS  S R L,1985-11-11-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,NEWBERY JORGE,2431,,, 1426,NO CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,JORGE NEWBERY,2431,,, 1426,NO CONFIRMADO
34618930256,SCHUSS SA,1984-07-26-00:00,SOCIEDAD ANONIMA,2021-04-26-12:53,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,LAPRIDA,1916,02,006, 1425,NO CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,LAPRIDA,1916,02,006, 1425,NO CONFIRMADO
34618996966,RICARDO SOTO Y COMPA#IA SRL,1981-05-13-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2018-11-13-16:11,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,BOLIVAR,456,05,004, 1066,INEXISTENTE - DESCONOCIDO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,BOLIVAR,456,05,004, 1066,NO CONFIRMADO
34619078413,TEXTIL DOS VENADOS SA,1987-02-11-12:00,SOCIEDAD ANONIMA,,,SAN LUIS,VILLA MERCEDES,AVDA MITRE,1379,,, 5730,NO CONFIRMADO,SAN LUIS,VILLA MERCEDES,AVDA MITRE,1379,,, 5730,NO CONFIRMADO
34619102543,FARMACIA AVENIDA SANTA  FE 3680 S C S,1992-05-08-00:00,SOCIEDAD EN COMANDITA SIMPLE,2019-07-24-05:04,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,SANTA FE AV.,3680,,, 1425,INEXISTENTE - DESCONOCIDO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,AV STA FE,3680,,, 1425,NO CONFIRMADO
34619364696,LEAMA S A,1982-09-01-00:00,SOCIEDAD ANONIMA,2021-03-03-04:05,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,SCALABRINI ORTIZ AV.,3282,,, 1425,DECLARADO POR INTERNET,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,SCALABRINI ORTIZ AV.,3282,,, 1425,DECLARADO POR INTERNET
34619427728,FARMACIA  V Q  SOC EN COM SIMPLE,1988-06-24-00:00,SOCIEDAD EN COMANDITA SIMPLE,,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,LOPE DE VEGA AV.,2599,,, 1417,NO CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,LOPE DE VEGA,2599,,, 1417,NO CONFIRMADO
34619444029,LOZERE S A C I F I A,1971-09-16-00:00,SOCIEDAD ANONIMA,2018-11-13-16:28,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,IRIGOYEN BERNARDO DE,330,04,, 1072,NO CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,IRIGOYEN BERNARDO DE,330,04,, 1072,NO CONFIRMADO
34620020887,BIFAR SOCIEDAD ANONIMA,1901-01-01-12:00,SOCIEDAD ANONIMA,,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,VIAMONTE,1620,05,A, 1055,NO CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,VIAMONTE,1620,05,A, 1055,NO CONFIRMADO
34620117414,DISIMEX S R L,1988-06-06-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,BILLINGHURST,1688,02,A, 1425,NO CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,BILLINGHURST,1688,02,A, 1425,NO CONFIRMADO
34620159346,PALMIRA  S R L,1976-01-21-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,PAVON,4080,,, 1253,INEXISTENTE - DESCONOCIDO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,PAVON,4080,,, 1253,NO CONFIRMADO
34620246427,CASA NEAL  S R L,1978-07-27-12:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,TILCARA,3196,01,, 1437,NO CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,TILCARA,3196,01,, 1437,NO CONFIRMADO
34620399835,GRUBERCO S A,1974-04-30-00:00,SOCIEDAD ANONIMA,2019-07-24-05:44,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,YRIGOYEN HIPOLITO,1419,,, 1089,DECLARADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,YRIGOYEN HIPOLITO,1419,,, 1377,NO CONFIRMADO
34620428843,FERRIBOCA S R L,1989-07-27-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2021-04-26-13:02,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,MORENO,477,,, 1091,NO CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,MORENO,477,,, 1091,NO CONFIRMADO
34620440339,GRALIAS S R L E F,1987-09-21-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2018-11-13-16:00,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,SANTA FE AV.,5099,13,c, 1425,INEXISTENTE - DESCONOCIDO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,SANTA FE AV.,5099,13,c, 1425,CONFIRMADO
34620472230,SEMACOR SRL,1986-10-28-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2021-04-26-12:58,,CORDOBA,CORDOBA,ENTRE RIOS,440,,, 5000,NO CONFIRMADO,CORDOBA,CORDOBA,ENTRE RIOS,440,,, 5000,NO CONFIRMADO
34621139047,LOS PINOS S A,1955-11-18-00:00,SOCIEDAD ANONIMA,2020-12-01-17:04,,BUENOS AIRES,AZUL,SAN MARTIN,508,,, 7300,DECLARADO POR INTERNET,BUENOS AIRES,AZUL,SAN MARTIN,508,,, 7300,DECLARADO POR INTERNET
34621201354,MONROE VIDEO CLUB SRL,1986-07-21-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2021-04-26-12:58,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,MONROE,2492,,, 1428,NO CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,MONROE,2492,,, 1428,NO CONFIRMADO
34621339755,AUTTO SUR S R L,1985-04-25-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2021-04-26-12:48,,BUENOS AIRES,BAHIA BLANCA,ESTOMBA,675,,, 8000,NO CONFIRMADO,BUENOS AIRES,BAHIA BLANCA,ESTOMBA,675,,, 8000,NO CONFIRMADO
34622133387,MUTUALIDAD DEL CIRCULO SUBOFICIALES DEL SERVICIO PENITENCIARIO DE LA PROVINCIA DE JUJUY,1975-12-10-00:00,ASOCIACION CIVIL,2021-05-03-10:57,,JUJUY,SAN SALVADOR DE JUJUY,CHAÑI,647,,, 4600,DECLARADO,JUJUY,SAN SALVADOR DE JUJUY,CHAÑI,647,,, 4600,DECLARADO
34622287309,IDESA PLASTICA SA,1987-07-28-00:00,SOCIEDAD ANONIMA,2018-11-13-12:55,,LA RIOJA,AIMOGASTA,25 DE MAYO Y F QUIRO,0,,, 5310,NO CONFIRMADO,LA RIOJA,AIMOGASTA,25 DE MAYO Y F QUIRO,0,,, 5310,NO CONFIRMADO
34622474877,S G M COMPUTACION  S A,1986-10-01-00:00,SOCIEDAD ANONIMA,2021-04-26-12:42,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,TALCAHUANO,38,04,D, 1013,NO CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,TALCAHUANO,38,04,D, 1013,NO CONFIRMADO
34622481830,FISICO SRL,1988-02-03-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2021-01-01-07:01,,BUENOS AIRES,SAN ISIDRO,ENRIQUE SANTOS DISCEPOLO,909,,44, 1642,DECLARADO POR INTERNET,BUENOS AIRES,SAN ISIDRO,ENRIQUE SANTOS DISCEPOLO,909,,44, 1642,DECLARADO POR INTERNET
34622554447,PLANO METAL  SRL,1983-08-01-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2021-04-26-12:50,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,LAVALLE,3766,07,D, 1190,NO CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,LAVALLE,3766,07,D, 1190,NO CONFIRMADO
34622645345,TURBINTEC  S A,1987-07-21-12:00,SOCIEDAD ANONIMA,,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,CORRIENTES AVDA.,484,07,, 1043,NO CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,CORRIENTES AVDA.,484,07,, 1043,NO CONFIRMADO
34622688648,MOTORAMA V T S A,1991-02-14-00:00,SOCIEDAD ANONIMA,2021-04-26-12:44,,SANTA FE,VENADO TUERTO,SAN LORENZO,27,,, 2600,NO CONFIRMADO,SANTA FE,VENADO TUERTO,SAN LORENZO,27,,, 2600,NO CONFIRMADO
34623424415,LOPIR S R L,1985-09-16-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,,,SANTA FE,ROSARIO NORTE,MARCOS LENZONI,947,,, 2000,NO CONFIRMADO,SANTA FE,ROSARIO,MARCOS LENZONI,947,,, 2000,NO CONFIRMADO
34623512039,ARGENORTE SRL,1988-07-01-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2021-04-26-12:44,,BUENOS AIRES,BOULOGNE,14 DE JULIO,4,,, 1609,NO CONFIRMADO,BUENOS AIRES,BOULOGNE,14 DE JULIO,4,,, 1609,NO CONFIRMADO
34623678824,MOTODI S R L,1988-03-23-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2018-11-13-13:13,,SANTA FE,ROSARIO NORTE,V SARSFIELD,7169,,, 2000,NO CONFIRMADO,SANTA FE,ROSARIO,V SARSFIELD,7169,,, 2000,NO CONFIRMADO
34623747850,FORBEL S R L,1984-08-24-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2021-04-26-12:55,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,ARRIBE&OS,2724,PB,, 1428,NO CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,ARRIBE&OS,2724,PB,, 1428,NO CONFIRMADO
34623770747,SOCIEDAD ARGENTINA DE ANALISIS FILOSOFICO ASOCIACION CIVIL,1986-08-26-00:00,ASOCIACION CIVIL,2021-02-19-13:05,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,BULNES,642,,, 1176,NO CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,BULNES,642,,, 1176,NO CONFIRMADO
34623789928,CINTAS HAWAI S R L,1988-07-21-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2021-04-26-12:54,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,SARMIENTO,1287,07,010, 1041,NO NOTIFICADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,SARMIENTO,1287,07,010, 1041,NO CONFIRMADO
34623837078,SCAC TRANSPORTES INTERNACIONALES S A,1988-03-31-00:00,SOCIEDAD ANONIMA,2021-05-04-14:37,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,ALSINA ADOLFO,756,8,D, 1087,DECLARADO POR INTERNET,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,ALSINA ADOLFO,756,8,D, 1087,DECLARADO POR INTERNET
34624067365,PRIMAVERA CONSTRUCCIONES SRL,1986-10-02-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2021-04-26-12:53,,BUENOS AIRES,VILLA BALLESTER,J B ALBERDI,3650,,, 1653,NO CONFIRMADO,BUENOS AIRES,VILLA BALLESTER,J B ALBERDI,3650,,, 1653,NO CONFIRMADO
34624149914,INMOBILIARIA DEL SUR SOCIEDAD DE RESPONSABILIDAD LIMITADA,1987-08-27-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2018-11-13-14:54,,SANTA CRUZ,RIO GALLEGOS,AVELLANEDA,276,,, 9400,INEXISTENTE - DESCONOCIDO,SANTA CRUZ,RIO GALLEGOS,AVELLANEDA,276,,, 9400,NO CONFIRMADO
34624195835,G F ELECTROMECANICA S R L,1991-10-02-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2018-11-13-13:13,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,CASTRO EMILIO AV.,5150,,002, 1440,INEXISTENTE - DESCONOCIDO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,EMILIO CASTRO,5150,,002, 1440,NO CONFIRMADO
34624413603,SU MAR AN SOCIEDAD DE RESPONSABILIDAD LIMITADA,1993-02-02-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2021-05-12-18:03,,BUENOS AIRES,MAR DEL PLATA NORTE,SAN JUAN,46,,, 7600,INEXISTENTE - DESCONOCIDO,BUENOS AIRES,MAR DEL PLATA,SAN JUAN,46,,, 7600,NO CONFIRMADO
34624486686,SOMMET SOC ANON INM COM IND Y FIN,1988-10-16-00:00,SOCIEDAD ANONIMA,2018-11-13-13:13,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,CORDOBA AV.,679,06,, 1054,NO NOTIFICADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,CORDOBA AVDA.,679,06,, 1365,NO CONFIRMADO
34624589973,LACTEOS MONTE LE#A S R L,1988-11-01-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2021-05-01-07:22,,CORDOBA,VILLA MARIA,LA RIOJA,604,,, 5900,CONFIRMADO,CORDOBA,VILLA MARIA,LA RIOJA,604,,, 5900,CONFIRMADO
34624674210,CREUZ CONSIGNACIONES S A,1988-02-25-00:00,SOCIEDAD ANONIMA,2021-04-26-13:02,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,CAFAYATE,1980,,, 1440,NO CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,CAFAYATE,1980,,, 1440,NO CONFIRMADO
34625216933,AGE S R L,1988-09-07-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2021-04-26-12:54,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,DIAZ CNEL. AV.,2089,14,D, 1425,NO CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,CORONEL DIAZ,2089,14,D, 1425,NO CONFIRMADO
34625402419,THECNER SOCIEDAD ANONIMA,1988-12-26-00:00,SOCIEDAD ANONIMA,2021-04-26-12:50,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,ZELARRAYAN,1482,OB,, 1424,NO CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,ZELARRAYAN,1482,OB,, 1424,NO CONFIRMADO
34625979643,DISTRIBUIDORA APOLO S R L,1988-04-13-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2018-11-13-16:10,,BUENOS AIRES,PERGAMINO,ALSINA,1160,,, 2700,INEXISTENTE - DESCONOCIDO,BUENOS AIRES,PERGAMINO,PRUDENCIO GONZALEZ,750,,, 2700,NO CONFIRMADO
34627948532,CUATRICOLOR S A EF,1988-07-28-00:00,SOCIEDAD ANONIMA,2018-11-13-14:54,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,CERETTI,3518,,, 1431,INEXISTENTE - DESCONOCIDO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,CERETTI,3518,,, 1431,NO CONFIRMADO
34628028488,MAGNUM S A,1988-09-12-00:00,SOCIEDAD ANONIMA,2021-04-26-13:03,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,FRENCH,2354,07,D, 1125,NO CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,FRENCH,2354,07,D, 1125,NO CONFIRMADO
34628284425,WELAR  S R L,1988-11-17-12:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,GARAY JUAN DE AV.,3548,PB,, 1256,NO CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,GARAY JUAN DE AV.,3548,PB,, 1256,NO CONFIRMADO
34628816141,TELCOOP SOCIEDAD ANONIMA,1992-05-28-00:00,SOCIEDAD ANONIMA,2018-11-13-13:13,,SANTA FE,ROSARIO SUD,AV.PTE. PERON,7490,,, 2000,NO NOTIFICADO,SANTA FE,ROSARIO,AV PTE J D PERON,7490,,, 2000,NO CONFIRMADO
34629123891,COOPERATIVA DE PROVISION FAENAVAC LTDA,1985-11-27-00:00,COOPERATIVA,2020-12-01-17:13,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,URUGUAY,467,08,, 1033,NO CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,URUGUAY,467,08,, 1033,NO CONFIRMADO
34629391845,FUNDACION TRIPODE,1980-07-25-00:00,FUNDACION,2021-05-03-10:18,,MENDOZA,MENDOZA,SUIPACHA,618,,, 5500,DECLARADO,MENDOZA,MENDOZA CIUDAD,SUIPACHA,618,,, 5500,DECLARADO
34629567293,PROVIPLAN SA,1990-03-12-00:00,SOCIEDAD ANONIMA,2018-11-13-13:13,,BUENOS AIRES,AVELLANEDA,AV MITRE,351,01,112, 1870,NO CONFIRMADO,BUENOS AIRES,AVELLANEDA,AV MITRE,351,01,112, 1870,NO CONFIRMADO
34629682904,MASLA S A,1986-07-29-00:00,SOCIEDAD ANONIMA,2019-07-24-04:48,,BUENOS AIRES,RAUCH,SAN MARTIN,412,,, 7203,NO CONFIRMADO,BUENOS AIRES,RAUCH,SAN MARTIN,412,,, 7203,NO CONFIRMADO
34629795911,H Y L REALIZACIONES S R L,1988-07-05-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,MOLDES,3872,,, 1429,NO CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,MOLDES,3872,,, 1429,NO CONFIRMADO
34630595713,MANANTIALES DE GUALEGUAY S A,1989-01-23-00:00,SOCIEDAD ANONIMA,2018-11-13-14:54,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,SALGUERO JERONIMO,3451,,, 1425,NO CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,G SALGUERO,3451,,, 1425,NO CONFIRMADO
34630613878,MATERPLAST SOCIEDAD ANONIMA,1988-08-09-00:00,SOCIEDAD ANONIMA,2021-04-26-12:58,,SAN JUAN,BARRIO RAWSON,GRAL  MOSCONI   SUR,4567,,, 5425,NO NOTIFICADO,SAN JUAN,BARRIO RAWSON,GRAL  MOSCONI   SUR,4567,,, 5425,NO CONFIRMADO
34630906220,SODA CANTONI SRL,1984-11-19-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2018-11-13-13:13,,SANTA FE,ROSARIO SUD,MATIENZO,2455,,, 2000,NO CONFIRMADO,SANTA FE,ROSARIO,MATIENZO,2455,,, 2000,NO CONFIRMADO
34630917001,CHRISTENSEN SRL,1992-09-09-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2021-06-07-14:19,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,CHACABUCO,314,02,, 1069,NO CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,CHACABUCO,314,02,, 1069,NO CONFIRMADO
34631169645,DEO SISTEM SOCIEDAD DE RESPONSABILIDAD  LIMITADA,1988-11-17-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2021-04-26-12:44,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,YERBAL,111,07,, 1405,NO CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,YERBAL,111,07,, 1405,NO CONFIRMADO
34631198882,KALUMA SA,1989-04-07-00:00,SOCIEDAD ANONIMA,2021-06-07-14:32,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,MONTEVIDEO,771,6,37, 1019,DECLARADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,MONTEVIDEO,781,01,, 1019,NO CONFIRMADO
34631475649,AUTOMOTORES M Y D S A,1990-09-17-00:00,SOCIEDAD ANONIMA,2018-11-13-13:13,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,LA PLATA AV.,1935,,, 1250,INEXISTENTE - DESCONOCIDO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,LA PLATA AV,1935,,, 1250,NO CONFIRMADO
34631511610,INTERNATIONAL CINTY SA,1987-05-13-00:00,SOCIEDAD ANONIMA,2021-04-26-12:58,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,CORDOBA AV.,6035,04,, 1427,NO CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,CORDOBA AV.,6035,04,, 1427,NO CONFIRMADO
34631684469,PARADOR FIGHIERA SOC DE RESP LIMITADA,1993-02-17-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2021-04-23-14:33,,SANTA FE,FIGHIERA,AUTP ARAMBURU K 260,0,,, 2126,NO CONFIRMADO,SANTA FE,FIGHIERA,AUTP ARAMBURU K 260,0,,, 2126,NO CONFIRMADO
34632142554,COMPARTIENDO S R L,1991-12-05-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2018-11-13-14:54,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,RIVAROLA R. DR. PJE.,140,02,003, 1015,INEXISTENTE - DESCONOCIDO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,RODOLFO RIVAROLA,140,02,003, 1015,NO CONFIRMADO
34632149656,G A M  SRL,1989-07-01-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2018-11-13-13:13,,CORRIENTES,PASO DE LOS LIBRES,COLON,911,,, 3230,INEXISTENTE - DESCONOCIDO,CORRIENTES,P.DE LOS LIBRES,COLON,911,,, 3230,NO CONFIRMADO
34632155559,PROVINCO S A,1983-03-16-00:00,SOCIEDAD ANONIMA,2021-04-26-12:50,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,PERU,84,5,69, 1067,DECLARADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,PERU,84,05,069, 1061,NO CONFIRMADO
34632175681,MERCH Y DISE S R L,1989-06-12-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2018-11-13-16:10,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,CORDOBA AV.,966,10,, 1054,INEXISTENTE - DESCONOCIDO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,CORDOBA AVDA.,966,10,, 1054,NO CONFIRMADO
34632253895,POWER ON S R L,1988-07-17-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2021-04-26-12:48,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,PERON J. D. TTE.GRAL,1454,02,013, 1037,NO CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,PERON J. D. TTE.GRAL,1454,02,013, 1037,NO CONFIRMADO
34632275767,VELEZA S A,1978-08-28-00:00,SOCIEDAD ANONIMA,,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,BULNES,736,01,A, 1176,NO CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,BULNES,736,01,A, 1176,NO CONFIRMADO
34632477696,TAMIL S A,1989-07-10-00:00,SOCIEDAD ANONIMA,2018-11-13-14:54,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,CORRIENTES AV.,1145,10,, 1043,NO CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,CORRIENTES AVDA.,1145,10,, 1043,NO CONFIRMADO
34632813696,FUNDACION CRECER PARA LA PREVENCION Y ASISTENCIA DEL ADICTO Y SU FLIA,1988-05-29-12:00,FUNDACION,2021-05-03-10:46,,BUENOS AIRES,CASEROS,W DE TATA,4776,,, 1678,NO CONFIRMADO,BUENOS AIRES,CASEROS,W DE TATA,4776,,, 1678,NO CONFIRMADO
34633158977,LA QUIMICA INDUSTRIAL SANTA BARBARA S R L,1987-06-26-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2021-04-26-12:42,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,SAN MARTIN,201,03,010, 1004,NO CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,SAN MARTIN,201,03,010, 1004,NO CONFIRMADO
34633166163,DOMANI S R L,1990-01-25-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2018-11-13-14:54,,NEUQUEN,NEUQUEN,AVDA ARGENTINA,179,,016, 8300,INEXISTENTE - DESCONOCIDO,NEUQUEN,NEUQUEN,AVDA ARGENTINA,179,,016, 8300,NO CONFIRMADO
34633605833,MOBILART S R L,1990-02-09-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2021-04-26-13:02,,SANTA FE,ROSARIO,BALCARCE,857,,, 2000,NO CONFIRMADO,SANTA FE,ROSARIO,BALCARCE,857,,, 2000,NO CONFIRMADO
34633721779,ADMINISTRACION PELLEGRINI S R L,1989-12-20-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,,,SANTA FE,ROSARIO SUD,ADA PELLEGRINI,1421,,004, 2000,NO NOTIFICADO,SANTA FE,ROSARIO,ADA PELLEGRINI,1421,,004, 2000,NO CONFIRMADO
